source_db,source_dataset,organism,is_cell_line,cell_line_name,perturbation_type,treatment,disease,n_cells_approx,n_perturbations,sequencing_platform,library_prep,modality,accession,data_url,publication,notes
LINCS_L1000,LINCS_L1000_PhaseII_NPC,Homo sapiens,True,NPC,small_molecule; genetic (siRNA/shRNA/cDNA),"Kinase inhibitors, HDAC inhibitors, DNA-damaging agents, antimitotics, GPCR ligands, ion channel modulators, siRNA/shRNA (genetic) knock-down, cDNA over-expression; ~20,000 total perturbagens across both phases",Nasopharyngeal carcinoma,,17316.0,Luminex FlexMap 3D (bead-based),L1000 assay – 978 landmark genes + inferred transcriptome; Phase II,L1000,GSE70138,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE70138,Subramanian et al. 2017 Cell (10.1016/j.cell.2017.10.049); Corsello et al. 2020 Nature Chemical Biology (10.1038/s41589-020-0545-4),Tissue: Head/Neck. Multiple doses (6 concentrations); 24 h treatment. NOT single-cell – landmark-gene bulk assay. Download from GEO or CLUE portal: https://clue.io/
LINCS_L1000,LINCS_L1000_PhaseII_SNUC4,Homo sapiens,True,SNUC4,small_molecule; genetic (siRNA/shRNA/cDNA),"Kinase inhibitors, HDAC inhibitors, DNA-damaging agents, antimitotics, GPCR ligands, ion channel modulators, siRNA/shRNA (genetic) knock-down, cDNA over-expression; ~20,000 total perturbagens across both phases",Colorectal cancer,,17316.0,Luminex FlexMap 3D (bead-based),L1000 assay – 978 landmark genes + inferred transcriptome; Phase II,L1000,GSE70138,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE70138,Subramanian et al. 2017 Cell (10.1016/j.cell.2017.10.049); Corsello et al. 2020 Nature Chemical Biology (10.1038/s41589-020-0545-4),Tissue: Colon. Multiple doses (6 concentrations); 24 h treatment. NOT single-cell – landmark-gene bulk assay. Download from GEO or CLUE portal: https://clue.io/
LINCS_L1000,LINCS_L1000_PhaseII_U266,Homo sapiens,True,U266,small_molecule; genetic (siRNA/shRNA/cDNA),"Kinase inhibitors, HDAC inhibitors, DNA-damaging agents, antimitotics, GPCR ligands, ion channel modulators, siRNA/shRNA (genetic) knock-down, cDNA over-expression; ~20,000 total perturbagens across both phases",Multiple myeloma,,17316.0,Luminex FlexMap 3D (bead-based),L1000 assay – 978 landmark genes + inferred transcriptome; Phase II,L1000,GSE70138,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE70138,Subramanian et al. 2017 Cell (10.1016/j.cell.2017.10.049); Corsello et al. 2020 Nature Chemical Biology (10.1038/s41589-020-0545-4),Tissue: Blood. Multiple doses (6 concentrations); 24 h treatment. NOT single-cell – landmark-gene bulk assay. Download from GEO or CLUE portal: https://clue.io/
LINCS_L1000,LINCS_L1000_PhaseI_MCF7,Homo sapiens,True,MCF7,small_molecule; genetic (siRNA/shRNA/cDNA),"Kinase inhibitors, HDAC inhibitors, DNA-damaging agents, antimitotics, GPCR ligands, ion channel modulators, siRNA/shRNA (genetic) knock-down, cDNA over-expression; ~20,000 total perturbagens across both phases",Breast cancer (ER+),,24832.0,Luminex FlexMap 3D (bead-based),L1000 assay – 978 landmark genes + inferred transcriptome; Phase I,L1000,GSE92742,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE92742,Subramanian et al. 2017 Cell (10.1016/j.cell.2017.10.049); Corsello et al. 2020 Nature Chemical Biology (10.1038/s41589-020-0545-4),Tissue: Breast. Multiple doses (6 concentrations); 24 h treatment. NOT single-cell – landmark-gene bulk assay. Download from GEO or CLUE portal: https://clue.io/
LINCS_L1000,LINCS_L1000_PhaseI_MCF10A,Homo sapiens,True,MCF10A,small_molecule; genetic (siRNA/shRNA/cDNA),"Kinase inhibitors, HDAC inhibitors, DNA-damaging agents, antimitotics, GPCR ligands, ion channel modulators, siRNA/shRNA (genetic) knock-down, cDNA over-expression; ~20,000 total perturbagens across both phases",Normal mammary epithelium,,24832.0,Luminex FlexMap 3D (bead-based),L1000 assay – 978 landmark genes + inferred transcriptome; Phase I,L1000,GSE92742,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE92742,Subramanian et al. 2017 Cell (10.1016/j.cell.2017.10.049); Corsello et al. 2020 Nature Chemical Biology (10.1038/s41589-020-0545-4),Tissue: Breast. Multiple doses (6 concentrations); 24 h treatment. NOT single-cell – landmark-gene bulk assay. Download from GEO or CLUE portal: https://clue.io/
LINCS_L1000,LINCS_L1000_PhaseI_MDA-MB-231,Homo sapiens,True,MDA-MB-231,small_molecule; genetic (siRNA/shRNA/cDNA),"Kinase inhibitors, HDAC inhibitors, DNA-damaging agents, antimitotics, GPCR ligands, ion channel modulators, siRNA/shRNA (genetic) knock-down, cDNA over-expression; ~20,000 total perturbagens across both phases",Triple-negative breast cancer,,24832.0,Luminex FlexMap 3D (bead-based),L1000 assay – 978 landmark genes + inferred transcriptome; Phase I,L1000,GSE92742,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE92742,Subramanian et al. 2017 Cell (10.1016/j.cell.2017.10.049); Corsello et al. 2020 Nature Chemical Biology (10.1038/s41589-020-0545-4),Tissue: Breast. Multiple doses (6 concentrations); 24 h treatment. NOT single-cell – landmark-gene bulk assay. Download from GEO or CLUE portal: https://clue.io/
LINCS_L1000,LINCS_L1000_PhaseI_SKBR3,Homo sapiens,True,SKBR3,small_molecule; genetic (siRNA/shRNA/cDNA),"Kinase inhibitors, HDAC inhibitors, DNA-damaging agents, antimitotics, GPCR ligands, ion channel modulators, siRNA/shRNA (genetic) knock-down, cDNA over-expression; ~20,000 total perturbagens across both phases",Breast cancer (HER2+),,24832.0,Luminex FlexMap 3D (bead-based),L1000 assay – 978 landmark genes + inferred transcriptome; Phase I,L1000,GSE92742,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE92742,Subramanian et al. 2017 Cell (10.1016/j.cell.2017.10.049); Corsello et al. 2020 Nature Chemical Biology (10.1038/s41589-020-0545-4),Tissue: Breast. Multiple doses (6 concentrations); 24 h treatment. NOT single-cell – landmark-gene bulk assay. Download from GEO or CLUE portal: https://clue.io/
LINCS_L1000,LINCS_L1000_PhaseI_A549,Homo sapiens,True,A549,small_molecule; genetic (siRNA/shRNA/cDNA),"Kinase inhibitors, HDAC inhibitors, DNA-damaging agents, antimitotics, GPCR ligands, ion channel modulators, siRNA/shRNA (genetic) knock-down, cDNA over-expression; ~20,000 total perturbagens across both phases",Non-small cell lung cancer,,24832.0,Luminex FlexMap 3D (bead-based),L1000 assay – 978 landmark genes + inferred transcriptome; Phase I,L1000,GSE92742,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE92742,Subramanian et al. 2017 Cell (10.1016/j.cell.2017.10.049); Corsello et al. 2020 Nature Chemical Biology (10.1038/s41589-020-0545-4),Tissue: Lung. Multiple doses (6 concentrations); 24 h treatment. NOT single-cell – landmark-gene bulk assay. Download from GEO or CLUE portal: https://clue.io/
LINCS_L1000,LINCS_L1000_PhaseI_HCC515,Homo sapiens,True,HCC515,small_molecule; genetic (siRNA/shRNA/cDNA),"Kinase inhibitors, HDAC inhibitors, DNA-damaging agents, antimitotics, GPCR ligands, ion channel modulators, siRNA/shRNA (genetic) knock-down, cDNA over-expression; ~20,000 total perturbagens across both phases",Non-small cell lung cancer,,24832.0,Luminex FlexMap 3D (bead-based),L1000 assay – 978 landmark genes + inferred transcriptome; Phase I,L1000,GSE92742,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE92742,Subramanian et al. 2017 Cell (10.1016/j.cell.2017.10.049); Corsello et al. 2020 Nature Chemical Biology (10.1038/s41589-020-0545-4),Tissue: Lung. Multiple doses (6 concentrations); 24 h treatment. NOT single-cell – landmark-gene bulk assay. Download from GEO or CLUE portal: https://clue.io/
LINCS_L1000,LINCS_L1000_PhaseI_PC3,Homo sapiens,True,PC3,small_molecule; genetic (siRNA/shRNA/cDNA),"Kinase inhibitors, HDAC inhibitors, DNA-damaging agents, antimitotics, GPCR ligands, ion channel modulators, siRNA/shRNA (genetic) knock-down, cDNA over-expression; ~20,000 total perturbagens across both phases",Prostate cancer (androgen insens.),,24832.0,Luminex FlexMap 3D (bead-based),L1000 assay – 978 landmark genes + inferred transcriptome; Phase I,L1000,GSE92742,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE92742,Subramanian et al. 2017 Cell (10.1016/j.cell.2017.10.049); Corsello et al. 2020 Nature Chemical Biology (10.1038/s41589-020-0545-4),Tissue: Prostate. Multiple doses (6 concentrations); 24 h treatment. NOT single-cell – landmark-gene bulk assay. Download from GEO or CLUE portal: https://clue.io/
LINCS_L1000,LINCS_L1000_PhaseI_VCAP,Homo sapiens,True,VCAP,small_molecule; genetic (siRNA/shRNA/cDNA),"Kinase inhibitors, HDAC inhibitors, DNA-damaging agents, antimitotics, GPCR ligands, ion channel modulators, siRNA/shRNA (genetic) knock-down, cDNA over-expression; ~20,000 total perturbagens across both phases",Prostate cancer (TMPRSS2:ERG+),,24832.0,Luminex FlexMap 3D (bead-based),L1000 assay – 978 landmark genes + inferred transcriptome; Phase I,L1000,GSE92742,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE92742,Subramanian et al. 2017 Cell (10.1016/j.cell.2017.10.049); Corsello et al. 2020 Nature Chemical Biology (10.1038/s41589-020-0545-4),Tissue: Prostate. Multiple doses (6 concentrations); 24 h treatment. NOT single-cell – landmark-gene bulk assay. Download from GEO or CLUE portal: https://clue.io/
LINCS_L1000,LINCS_L1000_PhaseI_A375,Homo sapiens,True,A375,small_molecule; genetic (siRNA/shRNA/cDNA),"Kinase inhibitors, HDAC inhibitors, DNA-damaging agents, antimitotics, GPCR ligands, ion channel modulators, siRNA/shRNA (genetic) knock-down, cDNA over-expression; ~20,000 total perturbagens across both phases",Melanoma (BRAF V600E),,24832.0,Luminex FlexMap 3D (bead-based),L1000 assay – 978 landmark genes + inferred transcriptome; Phase I,L1000,GSE92742,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE92742,Subramanian et al. 2017 Cell (10.1016/j.cell.2017.10.049); Corsello et al. 2020 Nature Chemical Biology (10.1038/s41589-020-0545-4),Tissue: Skin. Multiple doses (6 concentrations); 24 h treatment. NOT single-cell – landmark-gene bulk assay. Download from GEO or CLUE portal: https://clue.io/
LINCS_L1000,LINCS_L1000_PhaseI_HA1E,Homo sapiens,True,HA1E,small_molecule; genetic (siRNA/shRNA/cDNA),"Kinase inhibitors, HDAC inhibitors, DNA-damaging agents, antimitotics, GPCR ligands, ion channel modulators, siRNA/shRNA (genetic) knock-down, cDNA over-expression; ~20,000 total perturbagens across both phases",Normal kidney (hTERT-immortalised),,24832.0,Luminex FlexMap 3D (bead-based),L1000 assay – 978 landmark genes + inferred transcriptome; Phase I,L1000,GSE92742,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE92742,Subramanian et al. 2017 Cell (10.1016/j.cell.2017.10.049); Corsello et al. 2020 Nature Chemical Biology (10.1038/s41589-020-0545-4),Tissue: Kidney. Multiple doses (6 concentrations); 24 h treatment. NOT single-cell – landmark-gene bulk assay. Download from GEO or CLUE portal: https://clue.io/
LINCS_L1000,LINCS_L1000_PhaseI_HepG2,Homo sapiens,True,HepG2,small_molecule; genetic (siRNA/shRNA/cDNA),"Kinase inhibitors, HDAC inhibitors, DNA-damaging agents, antimitotics, GPCR ligands, ion channel modulators, siRNA/shRNA (genetic) knock-down, cDNA over-expression; ~20,000 total perturbagens across both phases",Hepatocellular carcinoma,,24832.0,Luminex FlexMap 3D (bead-based),L1000 assay – 978 landmark genes + inferred transcriptome; Phase I,L1000,GSE92742,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE92742,Subramanian et al. 2017 Cell (10.1016/j.cell.2017.10.049); Corsello et al. 2020 Nature Chemical Biology (10.1038/s41589-020-0545-4),Tissue: Liver. Multiple doses (6 concentrations); 24 h treatment. NOT single-cell – landmark-gene bulk assay. Download from GEO or CLUE portal: https://clue.io/
LINCS_L1000,LINCS_L1000_PhaseI_HT29,Homo sapiens,True,HT29,small_molecule; genetic (siRNA/shRNA/cDNA),"Kinase inhibitors, HDAC inhibitors, DNA-damaging agents, antimitotics, GPCR ligands, ion channel modulators, siRNA/shRNA (genetic) knock-down, cDNA over-expression; ~20,000 total perturbagens across both phases",Colorectal cancer,,24832.0,Luminex FlexMap 3D (bead-based),L1000 assay – 978 landmark genes + inferred transcriptome; Phase I,L1000,GSE92742,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE92742,Subramanian et al. 2017 Cell (10.1016/j.cell.2017.10.049); Corsello et al. 2020 Nature Chemical Biology (10.1038/s41589-020-0545-4),Tissue: Colon. Multiple doses (6 concentrations); 24 h treatment. NOT single-cell – landmark-gene bulk assay. Download from GEO or CLUE portal: https://clue.io/
LINCS_L1000,LINCS_L1000_PhaseI_NPC,Homo sapiens,True,NPC,small_molecule; genetic (siRNA/shRNA/cDNA),"Kinase inhibitors, HDAC inhibitors, DNA-damaging agents, antimitotics, GPCR ligands, ion channel modulators, siRNA/shRNA (genetic) knock-down, cDNA over-expression; ~20,000 total perturbagens across both phases",Nasopharyngeal carcinoma,,24832.0,Luminex FlexMap 3D (bead-based),L1000 assay – 978 landmark genes + inferred transcriptome; Phase I,L1000,GSE92742,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE92742,Subramanian et al. 2017 Cell (10.1016/j.cell.2017.10.049); Corsello et al. 2020 Nature Chemical Biology (10.1038/s41589-020-0545-4),Tissue: Head/Neck. Multiple doses (6 concentrations); 24 h treatment. NOT single-cell – landmark-gene bulk assay. Download from GEO or CLUE portal: https://clue.io/
LINCS_L1000,LINCS_L1000_PhaseI_SNUC4,Homo sapiens,True,SNUC4,small_molecule; genetic (siRNA/shRNA/cDNA),"Kinase inhibitors, HDAC inhibitors, DNA-damaging agents, antimitotics, GPCR ligands, ion channel modulators, siRNA/shRNA (genetic) knock-down, cDNA over-expression; ~20,000 total perturbagens across both phases",Colorectal cancer,,24832.0,Luminex FlexMap 3D (bead-based),L1000 assay – 978 landmark genes + inferred transcriptome; Phase I,L1000,GSE92742,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE92742,Subramanian et al. 2017 Cell (10.1016/j.cell.2017.10.049); Corsello et al. 2020 Nature Chemical Biology (10.1038/s41589-020-0545-4),Tissue: Colon. Multiple doses (6 concentrations); 24 h treatment. NOT single-cell – landmark-gene bulk assay. Download from GEO or CLUE portal: https://clue.io/
LINCS_L1000,LINCS_L1000_PhaseI_U266,Homo sapiens,True,U266,small_molecule; genetic (siRNA/shRNA/cDNA),"Kinase inhibitors, HDAC inhibitors, DNA-damaging agents, antimitotics, GPCR ligands, ion channel modulators, siRNA/shRNA (genetic) knock-down, cDNA over-expression; ~20,000 total perturbagens across both phases",Multiple myeloma,,24832.0,Luminex FlexMap 3D (bead-based),L1000 assay – 978 landmark genes + inferred transcriptome; Phase I,L1000,GSE92742,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE92742,Subramanian et al. 2017 Cell (10.1016/j.cell.2017.10.049); Corsello et al. 2020 Nature Chemical Biology (10.1038/s41589-020-0545-4),Tissue: Blood. Multiple doses (6 concentrations); 24 h treatment. NOT single-cell – landmark-gene bulk assay. Download from GEO or CLUE portal: https://clue.io/
DRUG-seq,Novartis_DRUG-seq_GSE120222,Homo sapiens,True,MCF7,small_molecule,">3,000 compounds (BROAD Drug Repurposing Hub and proprietary Novartis library); single dose (10 µM), 24 h",Breast cancer (ER+),,3456.0,Illumina (bulk RNA-seq),DRUG-seq (3' end-counting bulk RNA; multiplexed via plate barcodes),DRUG-seq,GSE120222,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE120222,Ye et al. 2018 Nature Biotechnology (10.1038/nbt.4233),"High-throughput drug-response profiling. 3' end-counting; ~3,000 genes detected per sample. NOT single-cell."
Parsebio-10M,Parsebio_10M_PBMC_drugs,Homo sapiens,False,,small_molecule; genetic,Multiple drugs + genetic perturbations; details proprietary / not fully disclosed,Healthy donor PBMCs + cancer cell lines (mixed),10000000.0,,Parse Biosciences SPLiT-seq chemistry,Parse SPLiT-seq (combinatorial barcoding; fixed cells; no microfluidics),scRNA-seq,,https://lamin.ai/laminlabs/pertdata,Parse Biosciences 2023 (dataset release),Released by Parse Biosciences as a benchmark dataset. Accessible via Lamin pertdata (project: Parsebio-10M).
Ginkgo_VCPI,Ginkgo_VCPI_GDPx2_K562,Homo sapiens,True,K562,CRISPR (CRISPRi),"Genome-scale CRISPRi (combinatorial, dual-guide); ~genome-wide targeting",Chronic myelogenous leukemia,,,10x Genomics Chromium,10x Genomics 3' gene expression + guide capture (Perturb-seq),scRNA-seq + CRISPR guide capture,,https://lamin.ai/laminlabs/pertdata,Ginkgo Bioworks (laminlabs/pertdata dataset release),Large-scale combinatorial CRISPRi screen. Accessible via Lamin pertdata (project: Ginkgo VCPI GDPx2).
Cellarity_multiome,Cellarity_multi-omic_perturbation,Homo sapiens,True,Multiple (proprietary panel),small_molecule; genetic,Proprietary drug/target library (details not publicly disclosed),Cancer (multiple cell lines),,,10x Genomics Chromium Multiome (ATAC + GEX),10x Multiome (simultaneous RNA + chromatin accessibility),scRNA-seq + scATAC-seq (multiome),,https://lamin.ai/laminlabs/pertdata,Cellarity (laminlabs/pertdata dataset release),Multi-omic perturbation atlas. Accessible via Lamin pertdata (project: Cellarity multi-omic). Full metadata/content not publicly disclosed.
NCBI_GEO,GSE326276,Homo sapiens,False,,small_molecule,"Human hematopoietic stem and progenitor cells (HSPCs) derived from umbilical cord blood (UCB) are often insufficient in quantity for transplantation, necessitating efforts for ex vivo expansion. We previously developed a novel azole-based small molecule, C7, as a structural analog of the p38 mitogen",,,,unknown,,scRNA-seq,GSE326276,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE326276,Inhibition of inflammation and senescence with azole compound C7 enables expansion of hematopoietic stem and progenitor cells,GEO type: Expression profiling by high throughput sequencing; n_samples: 45
NCBI_GEO,GSE305128,Homo sapiens,False,,CRISPR,"The directed differentiation of stem cells into specific cell types is critical for regenerative medicine and cell-based applications. However, current methods for cell fate control are inefficient, imprecise, and rely on laborious trial-and-error. To address these limitations, we present a technolo",,,,unknown,,scRNA-seq,GSE305128,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE305128,PreciCE: Precision engineering of cell fates via data-driven multi-gene control of transcriptional networks,GEO type: Expression profiling by high throughput sequencing; n_samples: 3
NCBI_GEO,GSE325931,Homo sapiens,False,,small_molecule,"The dynamics of microglial activity within neuron-astrocyte-microglia tri-cultures derived from human induced pluripotent stem cells (iPSCs) present a complex interplay and offer an opportunity to obtain new insights into neuron-glia interactions. Iron-laden microglia, correlating with functional ch",,,,unknown,,scRNA-seq,GSE325931,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE325931,Microglial dynamics and ferroptosis induction in human iPSC-derived neuron-astrocyte-microglia tri-cultures,GEO type: Expression profiling by high throughput sequencing; n_samples: 17
NCBI_GEO,GSE325993,Macaca Fascicularis; Homo Sapiens,False,,CRISPR,"To understand phenotypic evolution, it is essential to investigate the underlying gene regulatory networks (GRNs). However, most comparative GRN analyses remain descriptive due to the low signal-to-noise ratio inherent in single-cell transcriptomics data. To address this, we introduced CroCoNet (Cro",,,,unknown,,scRNA-seq,GSE325993,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE325993,Single-cell CRISPRi perturbation of POU5F1 in human and cynomolgus macaque iPSCs,GEO type: Expression profiling by high throughput sequencing; n_samples: 20
NCBI_GEO,GSE294098,Homo sapiens,False,,CRISPR,"Background: Acute myeloid leukemia (AML) is a heterogeneous malignancy characterized by genetic and epigenetic dysregulation. Despite advances in targeted therapies against individual epigenetic regulators, clinical responses are often transient due to complex compensatory mechanisms. Identifying fu",,,,unknown,,scRNA-seq,GSE294098,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE294098,Integrated Perturb-seq and Computational Modeling Identifies KAT6A-Menin-DOT1L Synergy and Associated Gene Program as Therapeutic Targets in Acute Myeloid Leukemia [Perturb-seq],GEO type: Expression profiling by high throughput sequencing; Other; n_samples: 2
NCBI_GEO,GSE300628,Homo sapiens,False,,CRISPR,"Intratumor heterogeneity for HER2 expression and amplification, observed in up to 40% of HER2-positive breast cancer is a driver of resistance to HER2-targeted therapies. The advancement of treatment for HER2 heterogeneous tumors has been hindered by the lack of preclinical models that accurately re",,,,unknown,,scRNA-seq,GSE300628,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE300628,HER2-positive breast cancer,GEO type: Expression profiling by high throughput sequencing; n_samples: 60
NCBI_GEO,GSE305271,Homo sapiens,False,,CRISPR,"Background: Protein tyrosine phosphatases (PTPs) play key roles in b-cell function and diabetes development. PTPN2 is a candidate gene for type 1 diabetes (T1D) that negatively regulates the JAK/STAT signaling. However, the impact of PTPN2 deficiency on the differentiation and functionality of human",,,,unknown,,scRNA-seq,GSE305271,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE305271,PTPN2 deficiency amplifies interferon signaling and impairs functional maturation of human stem cell-derived islets [scRNA-seq],GEO type: Expression profiling by high throughput sequencing; n_samples: 2
NCBI_GEO,GSE304008,Homo sapiens,False,,CRISPR,"Background: Protein tyrosine phosphatases (PTPs) play key roles in b-cell function and diabetes development. PTPN2 is a candidate gene for type 1 diabetes (T1D) that negatively regulates the JAK/STAT signaling. However, the impact of PTPN2 deficiency on the differentiation and functionality of human",,,,unknown,,scRNA-seq,GSE304008,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE304008,PTPN2 deficiency amplifies interferon signaling and impairs functional maturation of human stem cell-derived islets [BulkRNA_Stemcells],GEO type: Expression profiling by high throughput sequencing; n_samples: 12
NCBI_GEO,GSE303371,Homo sapiens,False,,CRISPR,"Background: Protein tyrosine phosphatases (PTPs) play key roles in b-cell function and diabetes development. PTPN2 is a candidate gene for type 1 diabetes (T1D) that negatively regulates the JAK/STAT signaling. However, the impact of PTPN2 deficiency on the differentiation and functionality of human",,,,unknown,,scRNA-seq,GSE303371,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE303371,PTPN2 deficiency amplifies interferon signaling and impairs functional maturation of human stem cell-derived islets [RNA-Seq],GEO type: Expression profiling by high throughput sequencing; n_samples: 6
NCBI_GEO,GSE311503,Homo sapiens,False,,CRISPR,"CRISPR activation and interference systems (CRISPRa/i) are widely used for programmable transcriptional control without introducing DNA edits. Although these technologies are capable of highly specific single-gene activity, some applications of transcriptional network reprogramming require broad, ge",,,,unknown,,scRNA-seq,GSE311503,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE311503,Mismatch tolerance of a gRNA for CRISPR-based gene activation confers broad activity critical for cell reprogramming [perturb-seq],GEO type: Expression profiling by high throughput sequencing; n_samples: 4
NCBI_GEO,GSE316552,Homo sapiens,False,,small_molecule,"Human naïve pluripotent stem cells (nPSCs) can be indued by various combinations of signaling factors to genearte blastocyst-like structures known as blastoids. Despite the rapid advances in human blastoid models, their potential to uncover fundamental mechanisms of early development remains limited",,,,unknown,,scRNA-seq,GSE316552,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE316552,A Single Small-Molecule-Based Human Embryo Model Reveals V-ATPase Requirement in Mammalian Blastocyst Cavitation,GEO type: Expression profiling by high throughput sequencing; n_samples: 1
NCBI_GEO,GSE305070,Homo sapiens,False,,unknown,"Single nuclei were isolated from organoids to investigate the effects of GCM1 knockout and AAVS1 knockout (as control) on chromatin accessibility and gene expression profiles. Approximately 10,000 nuclei per sample were processed using 10x Genomics Chromium Next GEM Single Cell Multiome ATAC + Gene ",,,,10x Genomics Chromium,,scRNA-seq,GSE305070,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE305070,Single-nucleus multiome ATAC-seq and RNA-seq analysis of GCM1 knockout in rotational human tropholast organoids,GEO type: Expression profiling by high throughput sequencing; Genome binding/occupancy profiling by high throughput sequencing; n_samples: 4
NCBI_GEO,GSE322519,Homo sapiens,True,,CRISPR,"Dissection of cancer dependencies is the central topic of cancer research. Recent advance in artificial intelligence (AI) has provided the opportunies of rapid predication of cancer essential genes. However, these AI models are often limited by the incapability of leveraging multimodal information o",,,,unknown,,scRNA-seq,GSE322519,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE322519,Cancerformer: A CRISPR Screen-benchmarked Multimodal AI Platform for Predication of Cancer Dependencies in Patient-derived Organoids,GEO type: Expression profiling by high throughput sequencing; n_samples: 3
NCBI_GEO,GSE322198,Homo sapiens,False,,CRISPR,"Human induced pluripotent stem cells (hiPSC) and iPSC-differentiated neural cells, in combination with CRISPR editing, are commonly used for studying neurodevelopmental and other brain disorders. Female iPSCs undergo random X-chromosome inactivation (XCI) via epigenetic silencing by noncoding X inac",,,,unknown,,scRNA-seq,GSE322198,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE322198,Female iPSC X-chromosome inactivation (XCI) erosion and its transcriptomic effects during CRISPR gene editing and neural differentiation,GEO type: Expression profiling by high throughput sequencing; n_samples: 228
NCBI_GEO,GSE305384,Homo sapiens,False,,CRISPR,"The lysine acetyltransferase (KAT) activity of p300/CREBBP has traditionally been linked to transcriptional activation. This has been attributed largely to acetylation of histone residues such as H3K27ac, a defining hallmark of active regulatory elements. Here we show that, in acute myeloid leukemia",,,,unknown,,scRNA-seq,GSE305384,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE305384,Inhibition of p300/CREBBP catalytic activity drives context-dependent transcriptional activation in AML,GEO type: Other; Expression profiling by high throughput sequencing; Genome binding/occupancy profiling by high throughput sequencing; n_samples: 190
NCBI_GEO,GSE304493,Homo sapiens,False,,CRISPR,"The lysine acetyltransferase (KAT) activity of p300/CREBBP has traditionally been linked to transcriptional activation. This has been attributed largely to acetylation of histone residues such as H3K27ac, a defining hallmark of active regulatory elements. Here we show that, in acute myeloid leukemia",,,,unknown,,scRNA-seq,GSE304493,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE304493,Inhibition of p300/CREBBP catalytic activity drives context-dependent transcriptional activation in AML. [RNA-seq],GEO type: Expression profiling by high throughput sequencing; n_samples: 15
NCBI_GEO,GSE304253,Homo sapiens,False,,CRISPR,"The lysine acetyltransferase (KAT) activity of p300/CREBBP has traditionally been linked to transcriptional activation. This has been attributed largely to acetylation of histone residues such as H3K27ac, a defining hallmark of active regulatory elements. Here we show that, in acute myeloid leukemia",,,,unknown,,scRNA-seq,GSE304253,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE304253,Inhibition of p300/CREBBP catalytic activity drives context-dependent transcriptional activation in AML. [SLAM-Seq],GEO type: Expression profiling by high throughput sequencing; n_samples: 35
NCBI_GEO,GSE221578,Homo sapiens,False,,CRISPR,Functional genomics directly in primary tumor cells is warranted to better understand the complexity of the diseases in a context of high clinical relevance. We optimized ex vivo and in vivo CRISPR-based genome/epigenome editing approaches in patient-derived xenograft (PDX) and primary acute myeloid,,,,unknown,,scRNA-seq,GSE221578,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE221578,CRISPR-based genetic screens to interrogate therapeutic targets on tumor maintenance and heterogeneity in AML patient cells,GEO type: Expression profiling by high throughput sequencing; Other; n_samples: 31
